index,Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Duration_hour,Duration_min,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Vistara,Vistara Premium economy,source_Banglore,source_Chennai,source_Delhi,source_Kolkata,source_Mumbai,destination_Banglore,destination_Cochin,destination_Delhi,destination_Hyderabad,destination_Kolkata,destination_New Delhi
332,0,15,3,5,45,1,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
333,0,24,3,5,45,2,50,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
334,1,3,6,20,25,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
335,0,15,4,19,50,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
336,1,9,3,6,0,6,55,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
337,1,12,5,14,5,28,10,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
338,2,18,5,15,10,8,20,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
339,2,9,6,17,15,26,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
340,0,21,6,7,45,2,55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
341,2,9,5,16,50,12,45,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
342,1,12,6,10,0,9,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
343,0,18,6,21,5,1,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
344,2,6,6,16,50,20,55,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
345,0,21,4,17,15,2,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
346,1,21,5,18,55,23,20,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
347,1,1,4,15,15,4,50,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
348,1,12,5,8,25,27,35,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
349,2,3,6,20,0,8,25,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
350,2,6,5,21,25,21,35,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
351,1,6,6,7,10,15,30,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
352,1,21,5,6,40,12,20,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
353,1,12,6,11,30,14,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
354,1,15,5,18,55,28,40,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
355,1,27,3,7,35,14,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
356,1,1,3,8,0,11,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
357,1,18,3,22,50,22,30,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
358,1,27,3,16,35,6,15,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
359,1,24,5,10,0,9,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
360,0,9,6,11,30,2,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
361,1,18,5,7,35,4,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
362,0,3,5,19,35,1,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
363,1,24,3,9,55,13,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
364,1,21,5,17,0,16,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
365,1,1,6,7,30,11,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
366,0,12,5,7,5,1,25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
367,1,9,3,10,30,12,25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
368,0,24,4,11,10,2,55,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
369,1,15,3,11,40,20,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
370,0,12,4,0,30,2,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
371,1,27,3,13,55,14,30,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
372,0,9,5,5,55,2,40,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
373,0,1,4,10,20,2,35,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
374,1,12,3,8,55,24,15,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
375,1,1,4,9,35,12,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
376,1,12,6,9,0,12,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
377,1,9,5,6,30,25,45,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
378,1,21,5,2,0,5,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
379,1,6,5,8,35,8,40,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
380,1,1,4,22,50,20,10,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
381,1,24,3,8,25,11,15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
382,1,1,6,11,30,14,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
383,0,24,3,6,0,2,45,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
384,1,27,5,10,35,9,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
385,1,6,3,4,45,14,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
386,0,9,3,2,55,1,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
387,0,18,6,6,55,2,35,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
388,0,1,5,15,15,2,30,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
389,1,12,3,7,0,13,20,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
390,2,27,6,19,10,23,50,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
391,1,15,5,7,0,12,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
392,0,6,6,22,10,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
393,0,21,3,19,40,2,40,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
394,1,9,3,15,5,27,45,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
395,1,27,3,7,5,15,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
396,1,21,5,23,30,8,15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
397,0,24,3,20,0,2,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
398,1,1,3,11,40,20,35,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
399,0,18,5,4,0,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
400,1,24,5,21,10,11,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
401,0,15,4,11,10,2,45,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
402,1,6,6,20,25,14,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
403,0,15,4,22,50,2,30,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
404,1,24,6,4,55,7,40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
405,2,15,6,5,30,22,55,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
406,0,21,5,4,40,2,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
407,1,21,3,6,40,12,35,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
408,1,3,3,17,45,7,50,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
409,1,12,5,20,0,12,15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
410,1,12,6,8,50,10,25,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
411,0,1,5,22,20,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
412,1,24,5,17,0,25,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
413,2,12,6,18,25,10,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
414,2,6,6,9,35,18,50,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
415,0,15,5,9,45,2,50,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
416,2,15,5,16,55,26,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
417,2,1,6,9,40,18,45,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
418,1,18,3,21,25,13,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
419,1,18,3,15,35,8,5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
420,1,27,5,14,0,5,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
421,1,1,4,19,20,4,25,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
422,1,6,6,7,35,14,55,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
423,2,9,3,8,50,15,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
424,1,27,5,20,55,22,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
425,0,27,6,19,35,1,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
426,0,1,6,19,50,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
427,0,27,3,17,15,2,40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
428,1,15,6,10,35,10,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
429,1,1,5,18,55,9,45,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
430,1,6,3,22,50,25,55,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
431,1,15,6,11,30,25,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
432,0,18,5,19,35,1,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
433,0,21,5,5,15,2,25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
434,0,21,3,15,20,2,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
435,1,12,6,14,5,20,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
436,1,24,4,6,20,4,10,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
437,1,1,6,17,30,10,55,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
438,1,15,6,19,45,8,40,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
439,1,24,5,10,20,8,40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
440,1,9,4,19,45,16,50,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
441,0,1,3,13,10,1,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
442,1,9,5,9,35,9,35,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
443,0,18,5,9,45,2,15,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
444,1,15,5,7,30,11,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
445,1,18,5,11,40,9,20,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
446,2,27,6,9,40,26,55,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
447,0,24,5,6,55,2,35,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
448,1,3,3,7,0,11,50,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
449,1,6,3,13,5,9,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
450,1,1,5,14,55,7,35,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
451,1,15,5,6,30,17,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
452,1,21,5,7,35,11,50,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
453,1,6,5,20,20,22,30,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
454,1,27,5,22,50,5,35,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
455,1,21,3,13,15,9,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
456,0,27,6,11,10,2,45,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
457,1,6,6,14,5,5,45,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
458,1,27,5,9,15,11,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
459,1,1,5,6,30,5,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
460,2,6,3,16,50,35,35,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
461,2,9,6,20,30,17,15,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
462,1,18,5,16,30,15,45,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
463,2,24,3,16,50,12,45,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
464,0,21,4,14,25,3,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
465,2,18,5,9,40,18,45,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
466,1,6,6,12,30,20,55,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
467,0,1,6,11,0,3,15,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
468,0,9,5,14,15,2,30,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
469,1,3,3,6,55,16,25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
470,1,9,5,20,20,22,30,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
471,1,6,5,8,25,24,55,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
472,0,18,3,5,15,2,20,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
473,1,27,6,7,5,12,10,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
474,1,6,3,8,25,10,50,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
475,1,12,6,10,35,10,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
476,0,1,6,11,30,2,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
477,0,12,3,17,15,2,40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
478,1,1,4,20,0,27,35,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
479,1,12,5,20,25,25,40,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
480,1,9,5,8,45,12,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
481,1,15,6,14,0,11,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
482,1,27,6,12,50,12,40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
483,1,6,3,7,45,5,55,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
484,3,24,3,5,50,16,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
485,2,15,5,17,50,7,40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
486,1,24,5,21,10,12,55,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
487,1,12,6,11,55,10,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
488,1,9,5,9,0,10,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
489,1,9,5,9,35,8,25,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
490,1,9,3,7,20,5,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
491,2,12,6,9,25,31,55,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
492,1,1,6,11,30,7,30,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
493,1,1,6,19,45,8,40,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
494,0,24,6,14,45,2,20,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
495,0,18,3,14,40,2,25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
496,2,9,5,13,25,23,10,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
497,2,27,6,9,40,26,55,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
498,0,24,3,16,55,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
499,1,12,5,8,25,9,50,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
500,1,9,4,6,50,5,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
501,2,9,5,21,25,15,10,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
502,1,18,5,17,30,8,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
503,2,27,6,10,55,20,45,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
504,0,21,6,7,55,2,20,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
505,1,12,6,18,55,21,25,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
506,1,9,6,2,15,10,20,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
507,1,12,3,22,55,10,35,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
508,0,9,5,19,55,2,30,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
509,1,21,3,8,0,11,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
510,2,21,3,5,0,38,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
511,1,9,3,15,55,6,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
512,0,24,3,20,30,2,50,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
513,0,3,5,16,55,1,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
514,1,18,5,2,15,10,20,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
515,2,6,3,4,55,16,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
516,2,27,3,7,35,13,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
517,1,9,5,15,45,6,20,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
518,0,12,5,15,30,2,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
519,0,9,6,22,20,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
520,0,21,4,18,5,3,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
521,1,9,3,8,0,13,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
522,0,21,3,18,55,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
523,1,27,6,13,0,6,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
524,2,6,6,5,30,22,55,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
525,1,6,6,20,0,24,45,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
526,0,3,4,20,5,1,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
527,2,21,3,18,45,24,30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
528,0,24,6,6,0,2,45,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
529,0,6,5,22,45,1,30,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
530,1,6,6,8,35,7,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
531,2,9,3,8,20,34,30,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
532,1,15,6,16,10,6,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
533,2,1,6,14,35,13,50,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
534,0,18,5,9,45,2,50,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
535,1,24,6,19,15,17,20,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
536,1,1,5,16,30,7,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
537,1,6,6,18,55,23,20,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
538,0,9,6,11,10,2,45,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
539,0,15,3,23,25,2,45,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
540,0,18,4,10,0,2,45,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
541,0,24,3,14,40,2,25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
542,1,6,5,20,45,9,50,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
543,0,21,6,20,5,1,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
544,1,6,3,21,50,21,55,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
545,1,6,6,9,0,10,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
546,0,1,4,18,55,2,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
547,1,9,6,8,45,12,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
548,1,9,5,16,30,7,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
549,0,9,6,20,45,2,35,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
550,0,27,5,7,5,1,25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
551,1,18,5,4,55,14,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
552,0,27,3,21,5,3,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
553,1,6,5,15,55,5,30,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
554,2,18,5,16,45,23,30,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
555,1,24,3,7,10,5,25,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
556,0,6,6,20,5,1,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
557,0,15,3,13,10,1,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
558,0,21,5,4,0,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
559,0,18,6,21,10,2,55,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
560,1,18,5,18,15,24,45,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
561,1,3,6,20,0,11,40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
562,1,9,5,8,35,7,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
563,2,12,5,16,50,20,55,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
564,0,9,3,18,5,3,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
565,2,27,3,19,45,23,30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
566,2,12,6,21,25,21,35,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
567,0,3,4,19,50,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
568,1,27,5,15,15,10,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
